"line","is_different_style","is_font_bigger","different_color","is_font_unique","text_case","word_count","is_number","nb_of_verbs","nb_of_nouns","nb_of_cardinal_numbers","label"
"reforms that protect tax-","0","0","0","1","0","4","0","1","2","0","paragraph"
"In the months ahead, the Administration plans","0","0","0","1","3","7","0","0","2","0","paragraph"
"to unveil additional reorganization proposals de-","0","0","0","1","0","6","0","1","1","0","paragraph"
"signed to refocus programs around current and","0","0","0","1","0","7","0","2","1","0","paragraph"
"future needs.","0","0","0","1","0","2","0","0","1","0","paragraph"
"Getting Government Out of the Way. Within","0","0","0","0","2","7","0","1","2","0","paragraph"
"10 days of taking office, the President issued","0","0","0","1","3","8","0","2","2","0","paragraph"
"Executive Order 13771, “Reducing Regulation","0","0","0","1","3","5","0","1","2","0","paragraph"
"and Controlling Regulatory Costs,” which directs","0","0","0","1","3","6","0","1","1","0","paragraph"
"agencies to reduce regulatory burdens by elimi-","0","0","0","1","0","7","0","1","2","0","paragraph"
"nating two existing regulations for each new one","0","0","0","1","0","8","0","2","1","1","paragraph"
"issued and impose no net regulatory burden in","0","0","0","1","0","8","0","2","1","0","paragraph"
"2017.","0","0","0","1","2","1","0","0","0","1","paragraph"
"The Administration recognizes that excessive","0","0","0","1","3","5","0","1","1","0","paragraph"
"and unnecessary Federal regulations limit in-","0","0","0","1","3","6","0","1","0","0","paragraph"
"dividual freedom and suppress the innovation","0","0","0","1","0","6","0","1","2","0","paragraph"
"BUDGET OF THE U. S. GOVERNMENT FOR FISCAL YEAR 2019","0","0","0","1","1","10","0","0","3","0","paragraph"
"11","0","0","0","1","2","1","1","0","0","1","paragraph"
"and entrepreneurship that make America great.","0","0","0","1","3","6","0","1","2","0","paragraph"
"Starting with confidence in private markets and","0","0","0","1","3","7","0","1","2","0","paragraph"
"individual choices, this Administration is reas-","0","0","0","1","3","6","0","0","1","0","paragraph"
"sessing existing regulatory burdens. Agencies","0","0","0","1","3","5","0","2","2","0","paragraph"
"have identified regulatory actions ripe for reform","0","0","0","1","0","7","0","1","1","0","paragraph"
"and are working to eliminate or modify those re-","0","0","0","1","0","9","0","3","0","0","paragraph"
"quirements. The Administration also approaches","0","0","0","1","3","5","0","1","2","0","paragraph"
"the imposition of new regulatory requirements","0","0","0","1","0","6","0","0","2","0","paragraph"
"with caution to ensure that regulations are con-","0","0","0","1","0","8","0","1","2","0","paragraph"
"sistent with law, necessary to correct a substantial","0","0","0","1","0","8","0","1","2","0","paragraph"
"market failure, and net beneficial to the public.","0","0","0","1","0","8","0","0","2","0","paragraph"
"The Administration’s regulatory philosophy","0","0","0","1","3","4","0","0","1","0","paragraph"
"and approach emphasize the connection between","0","0","0","1","0","6","0","1","2","0","paragraph"
"limited Government intervention and individ-","0","0","0","1","3","5","0","0","1","0","paragraph"
"ual liberty. Regulatory policy should serve the","0","0","0","1","3","7","0","2","2","0","paragraph"
"American people by staying within legal limits","0","0","0","1","3","7","0","1","2","0","paragraph"
"and administering the law with respect for due","0","0","0","1","0","8","0","1","2","0","paragraph"
"process and fair notice.","0","0","0","1","0","4","0","0","2","0","paragraph"
"In December 2017, OMB released its","0","0","0","1","3","6","0","1","2","0","paragraph"
"Regulatory Reform Status Report: Two-for-One","0","0","0","1","2","5","0","0","1","1","paragraph"
"and Regulatory Cost Maps, which assessed agen-","0","0","0","0","3","7","0","1","1","0","paragraph"
"cy performance under Executive Order 13771","0","0","0","1","3","6","0","0","2","0","paragraph"
"during 2017. At the same time, OMB released the","0","0","0","1","3","9","0","1","2","0","paragraph"
"Unified Agenda of Regulatory and Deregulatory","0","0","0","1","2","6","0","0","3","0","paragraph"
"Actions and the Regulatory Plan, which set forth","0","0","0","0","3","8","0","1","2","0","paragraph"
"the Administration’s roadmap for a more limited,","0","0","0","1","3","7","0","0","1","0","paragraph"
"effective, and accountable","0","0","0","1","0","3","0","0","0","0","paragraph"
"2018 and beyond.","0","0","0","1","0","3","0","0","0","0","paragraph"
"regulatory policy in","0","0","0","1","0","3","0","0","1","0","paragraph"
"Regulatory Reform in 2017. In just","0","0","0","0","2","6","0","0","1","0","paragraph"
"its first eight months, the Administration","0","0","0","1","3","6","0","0","2","0","paragraph"
"eliminated 67 regulations and adopted","0","0","0","1","0","5","0","2","1","1","paragraph"
"only three significant new regulations.","0","0","0","1","0","5","0","0","1","1","paragraph"
"This 22-to-one ratio far exceeds the","0","0","0","1","3","6","0","1","1","0","paragraph"
"President’s “two-for-one” requirement. It","0","0","0","1","3","4","0","0","3","1","paragraph"
"also generated $8.1 billion in net regu-","0","0","0","1","0","7","0","1","0","0","paragraph"
"latory cost savings (present value), far","0","0","0","1","0","6","0","0","2","0","paragraph"
"surpassing the President’s requirement to","0","0","0","1","3","5","0","1","1","0","paragraph"
"hold net costs to zero. The Administration","0","0","0","1","3","7","0","1","2","1","paragraph"
"took further action to withdraw or delay","0","0","0","1","0","7","0","3","1","0","paragraph"
"more than 1,500 regulations in the pipe-","0","0","0","1","0","7","0","0","2","1","paragraph"
"line, and has been transparent about these","0","0","0","1","0","7","0","0","1","0","paragraph"
"planned regulatory actions. This pace and","0","0","0","1","3","6","0","1","2","0","paragraph"
"scope of deregulation is unprecedented.","0","0","0","1","0","5","0","0","2","0","paragraph"
"Regulatory Reform in 2018 and","0","0","0","1","2","5","0","0","1","0","paragraph"
"Beyond. The Administration’s Unified","0","0","0","0","2","4","0","0","1","0","paragraph"
"Agenda currently projects the elimination","0","0","0","0","3","5","0","1","2","0","paragraph"
"of approximately 448 regulations and the","0","0","0","1","0","6","0","0","1","1","paragraph"
"addition of only 131 new regulations. In","0","0","0","1","3","7","0","0","2","1","paragraph"
"2018, Federal agencies are committed to","0","0","0","1","3","6","0","1","1","0","paragraph"
"cutting more than $9.8 billion in lifetime","0","0","0","1","0","7","0","1","1","0","paragraph"
"regulatory costs. Across the Government,","0","0","0","1","3","5","0","0","2","0","paragraph"
"this Agenda will drive substantial reduc-","0","0","0","1","3","6","0","2","1","0","paragraph"
"tions in regulatory costs beyond what has","0","0","0","1","0","7","0","0","3","0","paragraph"
"already been accomplished. For additional","0","0","0","1","3","5","0","1","0","0","paragraph"
"information, please visit www.reginfo.gov.","0","0","0","0","0","4","0","1","1","0","paragraph"
"At its core, regulatory reform not only pro-","0","0","0","1","3","8","0","0","1","0","paragraph"
"motes individual liberty and a flourishing econ-","0","0","0","1","0","7","0","1","3","0","paragraph"
"omy, but also supports America’s constitutional","0","0","0","1","3","6","0","1","2","0","paragraph"
"democracy. OMB’s regulatory review process","0","0","0","1","3","5","0","0","2","0","paragraph"
"ensures that agencies stay within the legal au-","0","0","0","1","0","8","0","2","2","0","paragraph"
"thority given by the Congress. Where the law","0","0","0","1","3","8","0","1","3","0","paragraph"
"leaves discretion, however, the Administration","0","0","0","1","3","5","0","0","3","0","paragraph"
"will work with agencies to ensure that regula-","0","0","0","1","0","8","0","3","1","0","paragraph"
"tory policy reflects Presidential priorities. This","0","0","0","1","3","6","0","1","2","0","paragraph"
"executive direction grounds the rulemaking","0","0","0","1","0","5","0","1","2","0","paragraph"
"process in democratic accountability.","0","0","0","1","0","4","0","0","2","0","paragraph"
"By starting from a foundation of confidence","0","0","0","1","3","7","0","1","2","0","paragraph"
"in markets, individual choice, and the hard-","0","0","0","1","0","7","0","0","2","0","paragraph"
"working men and women of America, the","0","0","0","1","3","7","0","1","3","0","paragraph"
"Administration has already achieved—and will","0","0","0","1","3","5","0","2","1","0","paragraph"
"continue to achieve—dramatic reductions in","0","0","0","1","0","5","0","2","1","0","paragraph"
"the regulatory burden on the American econo-","0","0","0","1","3","7","0","0","2","0","paragraph"
"my and individual freedom. The agenda for the","0","0","0","1","3","8","0","0","2","0","paragraph"
"coming year promises a regulatory policy that","0","0","0","1","0","7","0","2","2","0","paragraph"
"works for the American people.","0","0","0","1","3","5","0","0","2","0","paragraph"
"A Clear Roadmap Ahead. The Federal","0","0","0","0","2","6","0","0","2","0","paragraph"
"Government cannot be fully equipped to meet","0","0","0","1","3","7","0","3","1","0","paragraph"
"modern management challenges without sup-","0","0","0","1","0","5","0","0","1","0","paragraph"
"port from the Congress. In some cases, real","0","0","0","1","3","8","0","0","3","0","paragraph"
"change will demand different agency struc-","0","0","0","1","0","6","0","2","2","0","paragraph"
"tures. In other cases, the Administration may","0","0","0","1","3","7","0","1","3","0","paragraph"
"need to update rigid requirements from the","0","0","0","1","0","7","0","2","1","0","paragraph"
"past that hold back Government.","0","0","0","1","2","5","0","1","1","0","paragraph"
"Government must recognize that it can no","0","0","0","1","3","7","0","3","2","0","paragraph"
"longer meet modern needs with the same ap-","0","0","0","1","0","8","0","1","2","0","paragraph"
"proaches, technology, and skillsets from cen-","0","0","0","1","0","6","0","0","4","0","paragraph"
"turies past. By acknowledging shortcomings,","0","0","0","1","3","5","0","1","2","0","paragraph"
"setting a modern vision, and delivering on","0","0","0","1","0","7","0","2","1","0","paragraph"
"concrete goals, the Administration can adapt","0","0","0","1","3","6","0","2","1","0","paragraph"
"Federal programs, capabilities, and the Federal","0","0","0","1","3","6","0","0","3","0","paragraph"
"workforce to more efficiently, effectively and","0","0","0","1","0","6","0","0","1","0","paragraph"
"accountably meet mission demands and public","0","0","0","1","0","6","0","1","1","0","paragraph"
"expectations.","0","0","0","1","0","1","0","0","1","0","paragraph"
