"line","is_font_bigger","is_different_style","is_font_unique","is_title_case","label"
"significant amounts of matter or energy back in time, as the later might break, quite coarsely, local","False","False","True","False","paragraph"
"conservation of energy and momentum [31]. For example, were the same person at different epochs to","False","False","True","False","paragraph"
"stand next to themselves, the energy tied into their own rest mass seems not to have been conserved.","False","False","True","False","paragraph"
"Similarly, instantaneous time travel to the same place on Earth might violate conservation of momentum,","False","False","True","False","paragraph"
"as the motion of the Earth around the Sun (etc.) might delegate a significant change in momentum for a","False","False","True","False","paragraph"
"corporeal object even over a time scale of minutes.","False","False","True","False","paragraph"
"Although the negative results reported here may indicate that time travelers from the future are not","False","False","True","False","paragraph"
"among us and cannot communicate with us over the modern day Internet, they are by no means proof.","False","False","True","False","paragraph"
"There are many reasons for this. First, it may be physically impossible for time travelers to leave any","False","False","True","False","paragraph"
"lasting remnants of their stay in the past, including even non-corporeal informational remnants on the","False","False","True","False","paragraph"
"Internet. Next, it may be physically impossible for us to find such information as that would violate some","False","False","True","False","paragraph"
"yet-unknown law of physics, possibly similar to the Chronology Protection Conjecture [16]. Furthermore,","False","False","True","False","paragraph"
"time travelers may not want to be found, and may be good at covering their tracks. Additionally, time","False","False","True","False","paragraph"
"travelers just may not have left the specific event tags that we were searching for. Finally, our searches","False","False","True","False","paragraph"
"were not comprehensive, so that even if time travelers left the exact event tags searched for here, we","False","False","True","False","paragraph"
"might have missed them due to human error, oversight, incompleteness of Internet catalogs and searches,","False","False","True","False","paragraph"
"or inaccurate content time tags.","False","False","True","False","paragraph"
"Nevertheless, given the current prevalence of the Internet, its numerous portals around the globe, and","False","False","True","False","paragraph"
"its numerous uses in communication, this search might","False","False","True","False","paragraph"
"comprehensive search yet for time travel from the future.","False","False","True","False","paragraph"
"A cknowledgements","False","True","True","False","paragraph"
"be considered the most sensitive and","False","False","True","False","paragraph"
"We thank Noah Brosch, Abhilash Kantamneni, Jerry Bonnell and members of the online bulletin board","False","False","True","False","paragraph"
"The Asterisk for helpful discussions. We also thank Stephen Fantasia for help in understanding the APOD","False","False","True","False","paragraph"
"log files and Andrew Robare for suggesting ""Pope Francis"" as the basis for useful search terms.","False","False","True","False","paragraph"
"R eferences","False","True","True","False","paragraph"
"[ 1] For a good introduction to the physics of time travel, see, for example, Gott, J R 2002 ""Time Travel in","False","False","True","False","paragraph"
"Einstein's Universe: The Physical Possibilities of Travel Through Time"" Mariner Books ISBN-13: 978-","False","False","True","True","paragraph"
"0618257355","False","False","True","True","paragraph"
"[2] Vyasa: The Maharabata (~1000 BC)","False","False","True","True","paragraph"
"[3] Talmud (~300 AD)","False","False","True","True","paragraph"
"[4] Nihongi (~700 AD)","False","False","True","True","paragraph"
"[5] Madden S 1733 Memoirs of the Twentieth Century Garland Publishing ISBN: 0824005708","False","False","False","True","paragraph"
"[6] Wells H G 1895 The Time Machine William Heinemann Publishing ISBN: 0486284727","False","False","False","True","paragraph"
"[7] Newman S, Webber C E, and Wilson D 1963 Doctor Who (television series) British Broadcasting","False","False","False","False","paragraph"
"Corporation","False","False","True","True","paragraph"
"[8] Zemeckis R 1985 Back to the Future (film) Amblin Entertainment","False","False","False","False","paragraph"
"[9] Einstein A 1905 On the electrodynamics of moving bodies Annalen der Physik 17 (10) 891-921","False","False","False","False","paragraph"
"[10] Langevin P 1911 The evolution of space and time Scientia X: 31–54","False","False","False","False","paragraph"
"[11] Hafele J C and Keating R E 1972 Around-the-World Atomic Clocks: Observed Relativistic Time","False","False","True","True","paragraph"
"Gains Science 177 168-170","False","False","False","True","paragraph"
"[12] Tolman R C 1917 The theory of the Relativity of Motion Berkeley 54","False","False","False","False","paragraph"
"[13] Gödel K 1949 An example of a new type of cosmological solutions of Einstein's field equations of","False","False","True","False","paragraph"
"gravitation Rev Mod Phys 21 447","False","False","False","False","paragraph"
"[14] Morris M S, Thorne K and Yurtsever U 1988 Wormholes: Time Machines, and the Weak Energy","False","False","True","True","paragraph"
"Condition Phys Rev Lett 61 1446-1449","False","False","False","True","paragraph"
"[15] Gott J and Richard I 1991 Closed timelike curves produced by pairs of moving cosmic strings: exact","False","False","True","False","paragraph"
"solutions Phys Rev Lett 66 1126 - 1129","False","False","False","False","paragraph"
"[16] Hawking SW 1992 The chronology protection conjecture Phys Rev D 46 603-611","False","False","False","False","paragraph"
"[17] Dorai 2005 See, for example, Peplow, M., Time travellers snub conference. Nature, 2005 May 11,","False","False","False","False","paragraph"
"doi:10.1038/news050509-9 (2005)","False","False","True","False","paragraph"
"[18] Hawking S 2011""Stephen Hawking - Time Traveller's Party"" Discovery Communications","False","False","False","True","paragraph"
"http://www.youtube.com/watch?v=elah3i_WiFI","False","False","True","False","paragraph"
"[19] Goodwin, G. 2012 ""Fatal Colours"" Phoenix ISBN 978-0-7538-2817-5","False","False","True","False","paragraph"
"[20] ZENIT ""Number of Catholics on the Rise"", April 27, 2010, http://www.zenit.org/en/articles/number-","False","False","True","False","paragraph"
"of-catholics-on-the-rise","False","False","True","False","paragraph"
"[21] Oikarinen, J 2011 ""Founding IRC"" http://www.mirc.com/jarkko.html","False","False","True","False","paragraph"
"[22] Boyd, S. 2007, ""Hash Tags = Twitter Groupings"" http://stoweboyd.com/post/39877198249/hash-","False","False","True","False","paragraph"
"tags-twitter-groupings","False","False","True","False","paragraph"
"[23] Alexa Internet, ""Facebook.com Site Info"" http://www.alexa.com/siteinfo/facebook.com Retrieved","False","False","True","False","paragraph"
"2013 Nov 25","False","False","True","True","paragraph"
"[24] http://statisticbrain.com/twitter-statistics/ as of 5.7.2013","False","False","False","False","paragraph"
"[25] Official Google Search Blog ""Insights into what the world is searching for -- the new Google","False","False","True","False","paragraph"
"Trends"" Insights Search September 28, 2012 http://insidesearch.blogspot.co.il/2012/09/insights-into-","False","False","True","False","paragraph"
"what-world-is-searching.html","False","False","True","False","paragraph"
"[26] Nemiroff R J and Bonnell J T 1995 Bull Amer Astron Soc 27 1291","False","False","False","True","paragraph"
"[27] Simple Web Indexing System for Humans - Enhanced: http://swish-e.org 2013","False","False","False","False","paragraph"
"[28] Novikov I D 1992 Time machine and self-consistent evolution in problems with self-interaction Phys","False","False","False","False","paragraph"
"Rev D 45, 1989-1994","False","False","False","True","paragraph"
"[29] Everett H 1957 Relative State Formulation of Quantum Mechanics Rev Mod Phys 29, 454–462","False","False","False","True","paragraph"
"[30] Horwich P 1987 Asymmetries in Time Cambridge, MIT Press 116","False","False","False","True","paragraph"
"[31] Ori A 2005 A Class of Time-Machine Solutions with a Compact Vacuum Core Phys Rev Lett 95","False","False","False","True","paragraph"
"021101","False","False","True","True","paragraph"
